date,PostCount
2008-08-13 12:40:02,1.0
2008-08-18 12:40:02,0.0
2008-08-23 12:40:02,1.0
2008-08-28 12:40:02,1.0
2008-09-02 12:40:02,3.0
2008-09-07 12:40:02,1.0
2008-09-12 12:40:02,0.0
2008-09-17 12:40:02,4.0
2008-09-22 12:40:02,3.0
2008-09-27 12:40:02,5.0
2008-10-02 12:40:02,1.0
2008-10-07 12:40:02,2.0
2008-10-12 12:40:02,4.0
2008-10-17 12:40:02,3.0
2008-10-22 12:40:02,3.0
2008-10-27 12:40:02,2.0
2008-11-01 12:40:02,2.0
2008-11-06 12:40:02,3.0
2008-11-11 12:40:02,0.0
2008-11-16 12:40:02,3.0
2008-11-21 12:40:02,2.0
2008-11-26 12:40:02,1.0
2008-12-01 12:40:02,1.0
2008-12-06 12:40:02,1.0
2008-12-11 12:40:02,2.0
2008-12-16 12:40:02,1.0
2008-12-21 12:40:02,0.0
2008-12-26 12:40:02,1.0
2008-12-31 12:40:02,2.0
2009-01-05 12:40:02,2.0
2009-01-10 12:40:02,1.0
2009-01-15 12:40:02,2.0
2009-01-20 12:40:02,1.0
2009-01-25 12:40:02,1.0
2009-01-30 12:40:02,3.0
2009-02-04 12:40:02,1.0
2009-02-09 12:40:02,1.0
2009-02-14 12:40:02,2.0
2009-02-19 12:40:02,2.0
2009-02-24 12:40:02,4.0
2009-03-01 12:40:02,1.0
2009-03-06 12:40:02,7.0
2009-03-11 12:40:02,1.0
2009-03-16 12:40:02,0.0
2009-03-21 12:40:02,4.0
2009-03-26 12:40:02,0.0
2009-03-31 12:40:02,3.0
2009-04-05 12:40:02,0.0
2009-04-10 12:40:02,3.0
2009-04-15 12:40:02,4.0
2009-04-20 12:40:02,2.0
2009-04-25 12:40:02,4.0
2009-04-30 12:40:02,2.0
2009-05-05 12:40:02,2.0
2009-05-10 12:40:02,4.0
2009-05-15 12:40:02,2.0
2009-05-20 12:40:02,2.0
2009-05-25 12:40:02,2.0
2009-05-30 12:40:02,2.0
2009-06-04 12:40:02,1.0
2009-06-09 12:40:02,3.0
2009-06-14 12:40:02,3.0
2009-06-19 12:40:02,4.0
2009-06-24 12:40:02,3.0
2009-06-29 12:40:02,3.0
2009-07-04 12:40:02,2.0
2009-07-09 12:40:02,3.0
2009-07-14 12:40:02,2.0
2009-07-19 12:40:02,2.0
2009-07-24 12:40:02,4.0
2009-07-29 12:40:02,3.0
2009-08-03 12:40:02,4.0
2009-08-08 12:40:02,4.0
2009-08-13 12:40:02,4.0
2009-08-18 12:40:02,5.0
2009-08-23 12:40:02,1.0
2009-08-28 12:40:02,7.0
2009-09-02 12:40:02,3.0
2009-09-07 12:40:02,2.0
2009-09-12 12:40:02,4.0
2009-09-17 12:40:02,1.0
2009-09-22 12:40:02,1.0
2009-09-27 12:40:02,4.0
2009-10-02 12:40:02,2.0
2009-10-07 12:40:02,1.0
2009-10-12 12:40:02,0.0
2009-10-17 12:40:02,5.0
2009-10-22 12:40:02,4.0
2009-10-27 12:40:02,1.0
2009-11-01 12:40:02,5.0
2009-11-06 12:40:02,2.0
2009-11-11 12:40:02,9.0
2009-11-16 12:40:02,2.0
2009-11-21 12:40:02,2.0
2009-11-26 12:40:02,8.0
2009-12-01 12:40:02,3.0
2009-12-06 12:40:02,6.0
2009-12-11 12:40:02,5.0
2009-12-16 12:40:02,5.0
2009-12-21 12:40:02,3.0
2009-12-26 12:40:02,1.0
2009-12-31 12:40:02,2.0
2010-01-05 12:40:02,2.0
2010-01-10 12:40:02,4.0
2010-01-15 12:40:02,10.0
2010-01-20 12:40:02,1.0
2010-01-25 12:40:02,3.0
2010-01-30 12:40:02,6.0
2010-02-04 12:40:02,4.0
2010-02-09 12:40:02,5.0
2010-02-14 12:40:02,6.0
2010-02-19 12:40:02,7.0
2010-02-24 12:40:02,8.0
2010-03-01 12:40:02,10.0
2010-03-06 12:40:02,3.0
2010-03-11 12:40:02,3.0
2010-03-16 12:40:02,4.0
2010-03-21 12:40:02,3.0
2010-03-26 12:40:02,7.0
2010-03-31 12:40:02,2.0
2010-04-05 12:40:02,4.0
2010-04-10 12:40:02,7.0
2010-04-15 12:40:02,5.0
2010-04-20 12:40:02,10.0
2010-04-25 12:40:02,8.0
2010-04-30 12:40:02,2.0
2010-05-05 12:40:02,5.0
2010-05-10 12:40:02,4.0
2010-05-15 12:40:02,9.0
2010-05-20 12:40:02,5.0
2010-05-25 12:40:02,3.0
2010-05-30 12:40:02,7.0
2010-06-04 12:40:02,8.0
2010-06-09 12:40:02,2.0
2010-06-14 12:40:02,3.0
2010-06-19 12:40:02,6.0
2010-06-24 12:40:02,4.0
2010-06-29 12:40:02,4.0
2010-07-04 12:40:02,3.0
2010-07-09 12:40:02,4.0
2010-07-14 12:40:02,7.0
2010-07-19 12:40:02,2.0
2010-07-24 12:40:02,5.0
2010-07-29 12:40:02,4.0
2010-08-03 12:40:02,6.0
2010-08-08 12:40:02,7.0
2010-08-13 12:40:02,5.0
2010-08-18 12:40:02,6.0
2010-08-23 12:40:02,2.0
2010-08-28 12:40:02,5.0
2010-09-02 12:40:02,4.0
2010-09-07 12:40:02,8.0
2010-09-12 12:40:02,7.0
2010-09-17 12:40:02,9.0
2010-09-22 12:40:02,3.0
2010-09-27 12:40:02,13.0
2010-10-02 12:40:02,11.0
2010-10-07 12:40:02,11.0
2010-10-12 12:40:02,7.0
2010-10-17 12:40:02,10.0
2010-10-22 12:40:02,9.0
2010-10-27 12:40:02,8.0
2010-11-01 12:40:02,4.0
2010-11-06 12:40:02,7.0
2010-11-11 12:40:02,7.0
2010-11-16 12:40:02,5.0
2010-11-21 12:40:02,11.0
2010-11-26 12:40:02,10.0
2010-12-01 12:40:02,8.0
2010-12-06 12:40:02,6.0
2010-12-11 12:40:02,9.0
2010-12-16 12:40:02,8.0
2010-12-21 12:40:02,7.0
2010-12-26 12:40:02,7.0
2010-12-31 12:40:02,9.0
2011-01-05 12:40:02,7.0
2011-01-10 12:40:02,11.0
2011-01-15 12:40:02,12.0
2011-01-20 12:40:02,8.0
2011-01-25 12:40:02,9.0
2011-01-30 12:40:02,6.0
2011-02-04 12:40:02,10.0
2011-02-09 12:40:02,8.0
2011-02-14 12:40:02,10.0
2011-02-19 12:40:02,11.0
2011-02-24 12:40:02,10.0
2011-03-01 12:40:02,9.0
2011-03-06 12:40:02,4.0
2011-03-11 12:40:02,12.0
2011-03-16 12:40:02,11.0
2011-03-21 12:40:02,5.0
2011-03-26 12:40:02,9.0
2011-03-31 12:40:02,12.0
2011-04-05 12:40:02,11.0
2011-04-10 12:40:02,16.0
2011-04-15 12:40:02,9.0
2011-04-20 12:40:02,8.0
2011-04-25 12:40:02,10.0
2011-04-30 12:40:02,11.0
2011-05-05 12:40:02,12.0
2011-05-10 12:40:02,11.0
2011-05-15 12:40:02,7.0
2011-05-20 12:40:02,10.0
2011-05-25 12:40:02,10.0
2011-05-30 12:40:02,8.0
2011-06-04 12:40:02,5.0
2011-06-09 12:40:02,3.0
2011-06-14 12:40:02,4.0
2011-06-19 12:40:02,7.0
2011-06-24 12:40:02,9.0
2011-06-29 12:40:02,13.0
2011-07-04 12:40:02,7.0
2011-07-09 12:40:02,18.0
2011-07-14 12:40:02,8.0
2011-07-19 12:40:02,8.0
2011-07-24 12:40:02,12.0
2011-07-29 12:40:02,12.0
2011-08-03 12:40:02,3.0
2011-08-08 12:40:02,8.0
2011-08-13 12:40:02,11.0
2011-08-18 12:40:02,9.0
2011-08-23 12:40:02,4.0
2011-08-28 12:40:02,5.0
2011-09-02 12:40:02,10.0
2011-09-07 12:40:02,8.0
2011-09-12 12:40:02,5.0
2011-09-17 12:40:02,10.0
2011-09-22 12:40:02,12.0
2011-09-27 12:40:02,8.0
2011-10-02 12:40:02,8.0
2011-10-07 12:40:02,10.0
2011-10-12 12:40:02,14.0
2011-10-17 12:40:02,12.0
2011-10-22 12:40:02,14.0
2011-10-27 12:40:02,8.0
2011-11-01 12:40:02,9.0
2011-11-06 12:40:02,14.0
2011-11-11 12:40:02,10.0
2011-11-16 12:40:02,12.0
2011-11-21 12:40:02,14.0
2011-11-26 12:40:02,12.0
2011-12-01 12:40:02,15.0
2011-12-06 12:40:02,13.0
2011-12-11 12:40:02,9.0
2011-12-16 12:40:02,9.0
2011-12-21 12:40:02,10.0
2011-12-26 12:40:02,8.0
2011-12-31 12:40:02,6.0
2012-01-05 12:40:02,8.0
2012-01-10 12:40:02,13.0
2012-01-15 12:40:02,13.0
2012-01-20 12:40:02,8.0
2012-01-25 12:40:02,11.0
2012-01-30 12:40:02,5.0
2012-02-04 12:40:02,8.0
2012-02-09 12:40:02,11.0
2012-02-14 12:40:02,6.0
2012-02-19 12:40:02,9.0
2012-02-24 12:40:02,9.0
2012-02-29 12:40:02,10.0
2012-03-05 12:40:02,15.0
2012-03-10 12:40:02,12.0
2012-03-15 12:40:02,14.0
2012-03-20 12:40:02,8.0
2012-03-25 12:40:02,12.0
2012-03-30 12:40:02,6.0
2012-04-04 12:40:02,16.0
2012-04-09 12:40:02,19.0
2012-04-14 12:40:02,13.0
2012-04-19 12:40:02,26.0
2012-04-24 12:40:02,23.0
2012-04-29 12:40:02,9.0
2012-05-04 12:40:02,16.0
2012-05-09 12:40:02,11.0
2012-05-14 12:40:02,8.0
2012-05-19 12:40:02,20.0
2012-05-24 12:40:02,17.0
2012-05-29 12:40:02,12.0
2012-06-03 12:40:02,13.0
2012-06-08 12:40:02,11.0
2012-06-13 12:40:02,11.0
2012-06-18 12:40:02,13.0
2012-06-23 12:40:02,20.0
2012-06-28 12:40:02,13.0
2012-07-03 12:40:02,13.0
2012-07-08 12:40:02,18.0
2012-07-13 12:40:02,20.0
2012-07-18 12:40:02,13.0
2012-07-23 12:40:02,13.0
2012-07-28 12:40:02,14.0
2012-08-02 12:40:02,3.0
2012-08-07 12:40:02,11.0
2012-08-12 12:40:02,11.0
2012-08-17 12:40:02,11.0
2012-08-22 12:40:02,11.0
2012-08-27 12:40:02,11.0
2012-09-01 12:40:02,23.0
2012-09-06 12:40:02,17.0
2012-09-11 12:40:02,8.0
2012-09-16 12:40:02,12.0
2012-09-21 12:40:02,13.0
2012-09-26 12:40:02,11.0
2012-10-01 12:40:02,6.0
2012-10-06 12:40:02,7.0
2012-10-11 12:40:02,12.0
2012-10-16 12:40:02,16.0
2012-10-21 12:40:02,15.0
2012-10-26 12:40:02,12.0
2012-10-31 12:40:02,9.0
2012-11-05 12:40:02,10.0
2012-11-10 12:40:02,16.0
2012-11-15 12:40:02,18.0
2012-11-20 12:40:02,15.0
2012-11-25 12:40:02,15.0
2012-11-30 12:40:02,16.0
2012-12-05 12:40:02,13.0
2012-12-10 12:40:02,8.0
2012-12-15 12:40:02,10.0
2012-12-20 12:40:02,18.0
2012-12-25 12:40:02,14.0
2012-12-30 12:40:02,9.0
2013-01-04 12:40:02,13.0
2013-01-09 12:40:02,9.0
2013-01-14 12:40:02,7.0
2013-01-19 12:40:02,9.0
2013-01-24 12:40:02,15.0
2013-01-29 12:40:02,13.0
2013-02-03 12:40:02,12.0
2013-02-08 12:40:02,20.0
2013-02-13 12:40:02,11.0
2013-02-18 12:40:02,7.0
2013-02-23 12:40:02,24.0
2013-02-28 12:40:02,17.0
2013-03-05 12:40:02,11.0
2013-03-10 12:40:02,16.0
2013-03-15 12:40:02,20.0
2013-03-20 12:40:02,15.0
2013-03-25 12:40:02,15.0
2013-03-30 12:40:02,15.0
2013-04-04 12:40:02,24.0
2013-04-09 12:40:02,19.0
2013-04-14 12:40:02,14.0
2013-04-19 12:40:02,10.0
2013-04-24 12:40:02,10.0
2013-04-29 12:40:02,17.0
2013-05-04 12:40:02,18.0
2013-05-09 12:40:02,14.0
2013-05-14 12:40:02,11.0
2013-05-19 12:40:02,17.0
2013-05-24 12:40:02,8.0
2013-05-29 12:40:02,13.0
2013-06-03 12:40:02,13.0
2013-06-08 12:40:02,13.0
2013-06-13 12:40:02,10.0
2013-06-18 12:40:02,14.0
2013-06-23 12:40:02,14.0
2013-06-28 12:40:02,17.0
2013-07-03 12:40:02,11.0
2013-07-08 12:40:02,11.0
2013-07-13 12:40:02,10.0
2013-07-18 12:40:02,13.0
2013-07-23 12:40:02,26.0
2013-07-28 12:40:02,20.0
2013-08-02 12:40:02,16.0
2013-08-07 12:40:02,12.0
2013-08-12 12:40:02,15.0
2013-08-17 12:40:02,16.0
2013-08-22 12:40:02,15.0
2013-08-27 12:40:02,13.0
2013-09-01 12:40:02,18.0
2013-09-06 12:40:02,9.0
2013-09-11 12:40:02,23.0
2013-09-16 12:40:02,6.0
2013-09-21 12:40:02,23.0
2013-09-26 12:40:02,14.0
2013-10-01 12:40:02,13.0
2013-10-06 12:40:02,12.0
2013-10-11 12:40:02,17.0
2013-10-16 12:40:02,9.0
2013-10-21 12:40:02,17.0
2013-10-26 12:40:02,22.0
2013-10-31 12:40:02,18.0
2013-11-05 12:40:02,18.0
2013-11-10 12:40:02,21.0
2013-11-15 12:40:02,14.0
2013-11-20 12:40:02,16.0
2013-11-25 12:40:02,11.0
2013-11-30 12:40:02,14.0
2013-12-05 12:40:02,13.0
2013-12-10 12:40:02,17.0
2013-12-15 12:40:02,17.0
2013-12-20 12:40:02,15.0
2013-12-25 12:40:02,14.0
2013-12-30 12:40:02,8.0
2014-01-04 12:40:02,9.0
2014-01-09 12:40:02,20.0
2014-01-14 12:40:02,13.0
2014-01-19 12:40:02,12.0
2014-01-24 12:40:02,18.0
2014-01-29 12:40:02,18.0
2014-02-03 12:40:02,16.0
2014-02-08 12:40:02,14.0
2014-02-13 12:40:02,17.0
2014-02-18 12:40:02,17.0
2014-02-23 12:40:02,12.0
2014-02-28 12:40:02,18.0
2014-03-05 12:40:02,10.0
2014-03-10 12:40:02,16.0
2014-03-15 12:40:02,13.0
2014-03-20 12:40:02,25.0
2014-03-25 12:40:02,11.0
2014-03-30 12:40:02,18.0
2014-04-04 12:40:02,26.0
2014-04-09 12:40:02,23.0
2014-04-14 12:40:02,21.0
2014-04-19 12:40:02,23.0
2014-04-24 12:40:02,21.0
2014-04-29 12:40:02,18.0
2014-05-04 12:40:02,16.0
2014-05-09 12:40:02,25.0
2014-05-14 12:40:02,17.0
2014-05-19 12:40:02,13.0
2014-05-24 12:40:02,20.0
2014-05-29 12:40:02,18.0
2014-06-03 12:40:02,16.0
2014-06-08 12:40:02,24.0
2014-06-13 12:40:02,29.0
2014-06-18 12:40:02,19.0
2014-06-23 12:40:02,13.0
2014-06-28 12:40:02,22.0
2014-07-03 12:40:02,19.0
2014-07-08 12:40:02,7.0
2014-07-13 12:40:02,12.0
2014-07-18 12:40:02,16.0
2014-07-23 12:40:02,12.0
2014-07-28 12:40:02,12.0
2014-08-02 12:40:02,16.0
2014-08-07 12:40:02,20.0
2014-08-12 12:40:02,14.0
